
Index,Match Result,Hero_1,Hero_2,Hero_3,Hero_4,Hero_5
4199,Defeat,Lylia,Aldous,Beatrix,Fredrinn,Franco
4200,Victory,Kimmy,X.Borg,Khufra,Jawhead,Clint
4201,Victory,Julian,Martis,Edith,Brody,Hylos
4202,Defeat,Hanabi,Thamuz,Aamon,Gord,Franco
4203,Defeat,Lylia,Bruno,Tigreal,Freya,Zilong
4204,Victory,Melissa,Lylia,Yu Zhong,Estes,Aamon
4205,Victory,Ruby,Aamon,Lylia,Selena,Claude
4206,Victory,Arlott,Cecilion,Moskov,Harley,Atlas
4207,Defeat,Moskov,Selena,Valir,Gatotkaca,Balmond
4208,Defeat,Aamon,Chou,Lylia,Natalia,Hanabi
4209,Defeat,X.Borg,Minotaur,Pharsa,Clint,Karina
4210,Defeat,Thamuz,Moskov,Lylia,Phoveus,Khufra
4211,Victory,Arlott,Natan,Lancelot,Yin,Lylia
4212,Victory,Lylia,Hilda,Badang,Granger,Yin
4213,Defeat,Clint,Kadita,Roger,Badang,Kagura
4214,Defeat,Minsitthar,Chou,Lylia,Akai,Beatrix
4215,Victory,Xavier,Minotaur,Yin,Gloo,Melissa
4216,Defeat,Claude,Granger,Alpha,Atlas,Eudora
4217,Victory,Alpha,Freya,Melissa,Xavier,Franco
4218,Defeat,Xavier,Lapu-Lapu,Fanny,Franco,Hanabi
4219,Victory,Freya,Kaja,Alpha,Brody,Xavier
4220,Defeat,Fanny,Alpha,Pharsa,Valir,Irithel
4221,Victory,Martis,Alpha,Hilda,Brody,Kadita
4222,Defeat,Wanwan,Ling,Esmeralda,Franco,Xavier
4223,Victory,Minsitthar,Claude,Alpha,Pharsa,Saber
4224,Defeat,Cecilion,Alpha,Minsitthar,Brody,Akai
4225,Victory,Moskov,Grock,Yve,Diggie,Alpha
4226,Defeat,Xavier,Diggie,Bane,Lesley,Alpha
4227,Defeat,Pharsa,Lancelot,Alpha,Karrie,Edith
4228,Victory,Valentina,Alpha,Hanabi,Alucard,Kaja
4229,Defeat,Khufra,Alpha,Wanwan,Martis,Luo Yi
4230,Defeat,Luo Yi,Fanny,Diggie,Paquito,Clint
4231,Victory,Beatrix,Valentina,Joy,Alpha,Hilda
4232,Defeat,Edith,Cyclops,Claude,Gusion,Estes
4233,Victory,Melissa,Alpha,Hayabusa,Vale,Chou
4234,Defeat,Xavier,Alpha,Miya,Khufra,Fredrinn
4235,Defeat,Valentina,Angela,Grock,Fredrinn,Natan
4236,Victory,Angela,Lunox,Ling,Yu Zhong,Brody
4237,Victory,Joy,Benedetta,Natan,Kagura,Angela
4238,Defeat,Arlott,Angela,Paquito,Claude,Pharsa
4239,Victory,Natan,Lancelot,Pharsa,Angela,Yu Zhong
4240,Defeat,Kaja,Pharsa,Claude,Yi Sun-shin,Angela
4241,Victory,Claude,Angela,Aamon,Edith,Lunox
4242,Defeat,Melissa,Valentina,Angela,Hayabusa,Lapu-Lapu
4243,Victory,Minsitthar,Angela,Valir,Karrie,Gusion
4244,Defeat,Beatrix,Hayabusa,Pharsa,Angela,Freya
4245,Victory,Melissa,Angela,Lancelot,Kagura,Chou
4246,Victory,Minsitthar,Angela,Brody,Hayabusa,Pharsa
4247,Defeat,Luo Yi,Grock,Ling,Brody,Angela
4248,Victory,Joy,Angela,Lylia,Claude,Hayabusa
4249,Victory,Joy,Angela,Martis,Vale,Beatrix
4250,Victory,Angela,Yu Zhong,Pharsa,Beatrix,Hayabusa
4251,Victory,Arlott,Angela,Xavier,Ling,Melissa
4252,Victory,Valentina,Brody,Fredrinn,Angela,Ling
4253,Victory,Joy,Angela,Lesley,Lunox,Ling
4254,Victory,Lapu-Lapu,Pharsa,Melissa,Ling,Lolita
4255,Defeat,Lapu-Lapu,Xavier,Miya,Hayabusa,Belerick
4256,Defeat,Jawhead,Kagura,Chou,Popol and Kupa,Belerick
4257,Victory,Belerick,Brody,Jawhead,X.Borg,Pharsa
4258,Victory,Gloo,Natan,Saber,Zhask,Belerick
4259,Defeat,Claude,Jawhead,Belerick,Martis,Eudora
4260,Defeat,Estes,Alucard,Bruno,Kadita,Belerick
4261,Victory,Diggie,Martis,Luo Yi,Lesley,Belerick
4262,Victory,Lunox,Belerick,Guinevere,Balmond,Moskov
4263,Defeat,Kadita,Belerick,Gloo,Beatrix,Aulus
4264,Victory,Belerick,Minsitthar,Cyclops,Beatrix,Kadita
4265,Victory,Cecilion,Belerick,Melissa,Paquito,Saber
4266,Defeat,Vexana,Zilong,Roger,Karrie,Hylos
4267,Victory,Brody,Vale,Minsitthar,Belerick,Kimmy
4268,Victory,Belerick,Nana,Irithel,Kimmy,Cecilion
4269,Victory,Fredrinn,Kimmy,Kagura,Hilda,Belerick
4270,Victory,Cyclops,Faramis,Beatrix,Zilong,Belerick
4271,Defeat,Claude,Badang,Belerick,Selena,Vexana
4272,Defeat,Nana,Alice,Belerick,Alucard,Layla
4273,Defeat,Terizla,Hanabi,Belerick,Cecilion,Gatotkaca
4274,Victory,Lesley,Saber,Belerick,Kimmy,Benedetta
4275,Victory,Brody,Pharsa,Martis,Franco,Paquito
4276,Victory,Bane,Selena,Valentina,Beatrix,Chou
4277,Victory,Paquito,Vale,Aamon,Natalia,Irithel
4278,Defeat,Franco,Harley,Paquito,Harith,Fanny
4279,Victory,Paquito,Kagura,Martis,Angela,Beatrix
4280,Defeat,Cecilion,Barats,Paquito,Lesley,Saber
4281,Victory,Paquito,Nana,Clint,Franco,Baxia
4282,Defeat,Paquito,Kagura,Rafaela,Badang,Clint
4283,Defeat,Minsitthar,Paquito,Yve,Natalia,Brody
4284,Victory,Claude,Vale,Paquito,Gusion,Khufra
4285,Victory,Paquito,Kagura,Beatrix,Khufra,Aamon
4286,Defeat,Lylia,Hanabi,Paquito,Fanny,Angela
4287,Defeat,Brody,Gord,Paquito,Yin,Chou
4288,Defeat,Faramis,Alucard,Beatrix,Floryn,Terizla
4289,Defeat,Khufra,Gloo,Faramis,Natan,Kimmy
4290,Victory,Paquito,Xavier,Hanabi,Martis,Khufra
4291,Victory,Paquito,Hilda,Ling,Xavier,Bruno
4292,Victory,Paquito,Yu Zhong,Franco,Pharsa,Bruno
4293,Defeat,Nana,Jawhead,Beatrix,Paquito,Atlas
4294,Victory,Minsitthar,Mathilda,Melissa,Xavier,Hayabusa
4295,Defeat,Wanwan,Granger,Sun,Mathilda,Pharsa
4296,Defeat,Melissa,Julian,Khufra,Martis,Cecilion
4297,Victory,Melissa,Mathilda,Harley,Ling,Gloo
4298,Victory,Mathilda,Kagura,Wanwan,Bane,Aamon
4299,Victory,Beatrix,Kagura,Mathilda,Alice,Helcurt
4300,Defeat,Xavier,Mathilda,Lapu-Lapu,Julian,Beatrix
4301,Defeat,Melissa,Ling,Xavier,Mathilda,Lapu-Lapu
4302,Victory,Melissa,Chou,Mathilda,Yve,Granger
4303,Victory,Minsitthar,Mathilda,Pharsa,Helcurt,Wanwan
4304,Victory,Wanwan,Mathilda,Aamon,Vale,Paquito
4305,Victory,Joy,Claude,Lylia,Argus,Minsitthar
4306,Defeat,Melissa,Mathilda,Freya,Leomord,Valentina
4307,Victory,Gloo,Ling,Lylia,Claude,Chou
4308,Victory,Melissa,Benedetta,Ling,Franco,Pharsa
4309,Victory,Gloo,Irithel,Ling,Pharsa,Khufra
4310,Defeat,Bruno,Vexana,Alice,Natalia,Julian
4311,Defeat,Vexana,Layla,Alice,Khufra,Alucard
4312,Defeat,Martis,Alice,Lesley,Khufra,Cyclops
4313,Victory,Chou,Franco,Alice,Claude,Hanzo
4314,Victory,Brody,Hayabusa,Diggie,Yu Zhong,Alice
4315,Victory,Kadita,Brody,Estes,Alice,Hayabusa
4316,Victory,Melissa,Alice,Edith,Kadita,Roger
4317,Victory,Kadita,Khufra,Yi Sun-shin,Brody,Alice
4318,Victory,Brody,Alice,Kadita,Tigreal,Yi Sun-shin
4319,Victory,Edith,Kadita,Brody,Alice,Yi Sun-shin
4320,Defeat,Alice,Aamon,Franco,Karrie,Gord
4321,Victory,Martis,Moskov,Alice,Khufra,Kagura
4322,Victory,Franco,Alice,Melissa,Hayabusa,Gusion
4323,Victory,Yve,Tigreal,Alice,Fredrinn,Karrie
4324,Victory,Irithel,Yu Zhong,Franco,Kagura,Fanny
4325,Defeat,Martis,Kadita,Alice,Johnson,Beatrix
4326,Victory,Martis,Alice,Xavier,Beatrix,Franco
4327,Victory,Martis,Alice,Xavier,Beatrix,Lolita
4328,Defeat,Beatrix,Benedetta,Harley,Grock,Edith
4329,Defeat,Aldous,Pharsa,Gloo,Brody,Benedetta
4330,Victory,Franco,Carmilla,Lesley,Benedetta,Cecilion
4331,Victory,Franco,Lesley,Lapu-Lapu,Benedetta,Kadita
4332,Victory,Gloo,Lesley,Lolita,Julian,Benedetta
4333,Victory,Benedetta,Dyrroth,Gloo,Alice,Wanwan
4334,Victory,Hylos,Gloo,Brody,Benedetta,Pharsa
4335,Defeat,Arlott,Franco,Brody,Lancelot,Valentina
4336,Victory,Pharsa,Brody,Lapu-Lapu,Ling,Kaja
4337,Victory,Chou,Lesley,Cecilion,Franco,Hayabusa
4338,Defeat,Freya,Lancelot,Brody,Valentina,Kaja
4339,Defeat,Brody,Atlas,Pharsa,Chou,Hayabusa
4340,Victory,Minsitthar,Khufra,Brody,Fanny,Yve
4341,Victory,Valentina,Yi Sun-shin,Grock,Khufra,Beatrix
4342,Defeat,Brody,Khufra,Gloo,Hanzo,Pharsa
4343,Victory,Valentina,Lolita,Lapu-Lapu,Hanzo,Brody
4344,Victory,Lapu-Lapu,Fredrinn,Diggie,Valentina,Brody
4345,Victory,Kaja,Chou,Brody,Martis,Pharsa
4346,Defeat,Martis,Alice,Brody,Chou,Franco
4347,Victory,Martis,Brody,Lapu-Lapu,Kaja,Alice
4348,Defeat,Lunox,Grock,Brody,Ling,Khufra
4349,Victory,Minsitthar,Xavier,Yin,Lolita,Brody
4350,Victory,Brody,Khufra,Valentina,Yin,Lapu-Lapu
4351,Defeat,Arlott,Brody,Kaja,Julian,Xavier
4352,Defeat,Hanzo,Brody,Yve,Atlas,Badang
4353,Victory,Brody,Khufra,Badang,Balmond,Julian
4354,Defeat,Pharsa,Brody,Grock,Hanzo,Khufra
4355,Victory,Valentina,Kaja,Esmeralda,Hanzo,Brody
4356,Victory,Minsitthar,Popol and Kupa,Franco,Xavier,Ling
4357,Victory,Edith,Xavier,Franco,Wanwan,Karina
4358,Victory,Xavier,Popol and Kupa,Franco,Chou,Ling
4359,Victory,Minsitthar,Valentina,Popol and Kupa,Hayabusa,Franco
4360,Victory,Minsitthar,Aamon,Franco,Xavier,Wanwan
4361,Defeat,Xavier,Selena,Wanwan,Martis,Aamon
4362,Defeat,Hayabusa,Pharsa,Lapu-Lapu,Kaja,Melissa
4363,Victory,Wanwan,Yu Zhong,Kaja,Yin,Luo Yi
4364,Victory,Paquito,Valentina,Floryn,Fanny,Popol and Kupa
4365,Defeat,Xavier,Franco,Minsitthar,Popol and Kupa,Valir
4366,Victory,Xavier,Grock,Minsitthar,Popol and Kupa,Yu Zhong
4367,Victory,Faramis,Xavier,Wanwan,Alice,Ruby
4368,Victory,Khufra,Popol and Kupa,Valentina,Xavier,Grock
4369,Victory,Melissa,Xavier,Popol and Kupa,Fanny,Khufra
4370,Victory,Lancelot,Popol and Kupa,Chou,Xavier,Atlas
4371,Defeat,Arlott,Franco,Akai,Popol and Kupa,Xavier
4372,Victory,Xavier,Ling,Kaja,Popol and Kupa,Gloo
4373,Victory,Dyrroth,Xavier,Grock,Popol and Kupa,Fanny
4374,Victory,Badang,Khufra,Faramis,Popol and Kupa,Hanzo
4375,Defeat,Wanwan,Julian,Pharsa,Edith,Chou
4376,Victory,Xavier,Rafaela,Freya,Hanabi,Martis
4377,Defeat,Xavier,Clint,Franco,Lapu-Lapu,Nana
4378,Victory,Joy,Valentina,Layla,Melissa,Khufra
4379,Victory,Joy,Yin,Layla,Selena,Valentina
4380,Victory,Edith,Layla,Atlas,Brody,Pharsa
4381,Defeat,Zhask,Saber,Yu Zhong,Layla,Natalia
4382,Victory,Belerick,Carmilla,Aurora,Brody,Freya
4383,Defeat,Alice,Khufra,Pharsa,Layla,Hayabusa
4384,Defeat,Arlott,Ruby,Ling,Hanabi,Vexana
4385,Victory,Minotaur,Lapu-Lapu,Brody,Julian,Layla
4386,Victory,Kaja,Hanabi,Xavier,Argus,Kimmy
4387,Defeat,Brody,Lylia,Fredrinn,Diggie,Yu Zhong
4388,Victory,Valentina,Aldous,Yin,Layla,Kaja
4389,Victory,Fredrinn,Hylos,Layla,Edith,Cecilion
4390,Defeat,Hylos,Cecilion,Hanzo,Layla,Dyrroth
4391,Victory,Melissa,Fredrinn,Khufra,Lapu-Lapu,Cyclops
4392,Victory,Yu Zhong,Layla,Aamon,Eudora,Atlas
4393,Defeat,Valentina,Grock,Lolita,Beatrix,Dyrroth
4394,Victory,Kaja,Vexana,Terizla,Layla,Aamon
4395,Defeat,Claude,Yin,Pharsa,Kaja,Natalia
4396,Victory,Joy,Kadita,Zilong,Claude,Floryn
4397,Defeat,Valentina,Moskov,Zilong,Franco,Martis
4398,Victory,Pharsa,Aamon,Karrie,Valir,Zilong
4399,Victory,Fredrinn,Argus,Clint,Rafaela,Xavier
4400,Victory,Faramis,Roger,Kadita,Zilong,Claude
4401,Defeat,Kaja,Martis,Vexana,Beatrix,Zilong
4402,Victory,Wanwan,Pharsa,Chou,Zilong,Martis
4403,Victory,Faramis,Granger,Edith,Natan,Zilong
4404,Defeat,Brody,Xavier,Zilong,Gusion,Franco
4405,Defeat,Valentina,Khufra,Martis,Hilda,Brody
4406,Victory,Alice,Floryn,Melissa,Gatotkaca,Terizla
4407,Defeat,Yve,Argus,Beatrix,Hayabusa,Franco
4408,Victory,Xavier,Aamon,Layla,Franco,Zilong
4409,Victory,Joy,Cyclops,Moskov,Franco,Akai
4410,Victory,Estes,Fanny,Zilong,Natan,Xavier
4411,Victory,Estes,Xavier,Claude,Martis,Zilong
4412,Victory,Benedetta,Brody,Chou,Martis,Yve
4413,Victory,Lancelot,Pharsa,Minsitthar,Kadita,Beatrix
4414,Victory,Yve,Grock,Beatrix,Fredrinn,Natalia
4415,Victory,Gloo,Cecilion,Lesley,Lolita,Lancelot
4416,Victory,Lolita,Beatrix,Pharsa,Grock,Martis
4417,Victory,Yve,Minsitthar,Fredrinn,Natalia,Beatrix
4418,Victory,Gloo,Pharsa,Beatrix,Lolita,Lancelot
4419,Victory,Arlott,Pharsa,Lesley,Lolita,Fredrinn
4420,Victory,Arlott,Pharsa,Natalia,Lesley,Fredrinn
4421,Victory,Lapu-Lapu,Pharsa,Lesley,Edith,Joy
4422,Victory,Edith,Lapu-Lapu,Pharsa,Lesley,Akai
4423,Victory,Yve,Edith,Beatrix,Lolita,Ling
4424,Victory,Yve,Grock,Beatrix,Lolita,Hayabusa
4425,Victory,Gloo,Lancelot,Lesley,Lolita,Pharsa
4426,Victory,Pharsa,Ling,Beatrix,Lolita,Grock
4427,Victory,Joy,Lolita,Lesley,Fredrinn,Pharsa
4428,Victory,Lapu-Lapu,Hayabusa,Pharsa,Khufra,Lesley
4429,Victory,Pharsa,Hayabusa,Lesley,Chou,Gloo
4430,Victory,Lapu-Lapu,Kadita,Chou,Beatrix,Lancelot
4431,Victory,Gloo,Yve,Chou,Esmeralda,Beatrix
4432,Victory,Gloo,Chou,Hayabusa,Kadita,Beatrix
4433,Victory,Kaja,Lapu-Lapu,Beatrix,Xavier,Bane
4434,Victory,Faramis,Bane,Kaja,Ling,Lesley
4435,Victory,Arlott,Chou,Fanny,Beatrix,Kadita
4436,Victory,Gloo,Lesley,Fanny,Chou,Valentina
4437,Victory,Benedetta,Brody,Chou,Martis,Yve
4438,Victory,Lancelot,Pharsa,Minsitthar,Kadita,Beatrix
4439,Victory,Yve,Grock,Beatrix,Fredrinn,Natalia
4440,Victory,Gloo,Cecilion,Lesley,Lolita,Lancelot
4441,Victory,Lolita,Beatrix,Pharsa,Grock,Martis
4442,Victory,Yve,Minsitthar,Fredrinn,Natalia,Beatrix
4443,Victory,Gloo,Pharsa,Beatrix,Lolita,Lancelot
4444,Victory,Arlott,Pharsa,Lesley,Lolita,Fredrinn
4445,Victory,Arlott,Pharsa,Natalia,Lesley,Fredrinn
4446,Victory,Lapu-Lapu,Pharsa,Lesley,Edith,Joy
4447,Victory,Edith,Lapu-Lapu,Pharsa,Lesley,Akai
4448,Victory,Yve,Edith,Beatrix,Lolita,Ling
4449,Defeat,Wanwan,Khufra,Lapu-Lapu,Martis,Kadita
4450,Victory,Wanwan,Khufra,Grock,Martis,Faramis
4451,Defeat,Khufra,Grock,Wanwan,Martis,Yve
4452,Victory,Arlott,Melissa,Yve,Khufra,Hayabusa
4453,Victory,Pharsa,Wanwan,Fredrinn,Lolita,Lapu-Lapu
4454,Victory,Pharsa,Wanwan,Fredrinn,Kaja,Grock
4455,Victory,Fredrinn,Melissa,Grock,Valentina,Khufra
4456,Victory,Gloo,Pharsa,Fredrinn,Beatrix,Khufra
4457,Victory,Chou,Yve,Yi Sun-shin,Harith,Kaja
4458,Victory,Rafaela,Lolita,Fanny,Lesley,Pharsa
4459,Victory,Fanny,Johnson,Lapu-Lapu,Beatrix,Kadita
4460,Victory,Kaja,Grock,Lancelot,Karrie,Faramis
4461,Defeat,Yve,Yu Zhong,Kadita,Lancelot,Claude
4462,Victory,Valentina,Lapu-Lapu,Kaja,Beatrix,Lancelot
4463,Victory,Gloo,Yve,Claude,Lolita,Lancelot
4464,Victory,Gloo,Wanwan,Yve,Khufra,Lancelot
4465,Victory,Wanwan,Lapu-Lapu,Yve,Kaja,Lancelot
4466,Defeat,Gloo,Yve,Lesley,Lolita,Lancelot
4467,Victory,Lancelot,Lolita,Yve,Lapu-Lapu,Lesley
4468,Victory,Arlott,Moskov,Valentina,Diggie,Hanzo
4469,Victory,Lapu-Lapu,Lolita,Valentina,Karrie,Lancelot
4470,Victory,Khufra,Valentina,Karrie,Lancelot,Gloo
4471,Victory,Fredrinn,Pharsa,Claude,Lolita,Lapu-Lapu
4472,Victory,Fredrinn,Aldous,Grock,Claude,Valentina
4473,Victory,Faramis,Fredrinn,Khufra,Moskov,Masha
4474,Defeat,Arlott,Beatrix,Fredrinn,Khufra,Pharsa
4475,Victory,Gloo,Fredrinn,Claude,Lolita,Valentina
4476,Defeat,Gloo,Moskov,Yve,Kaja,Fredrinn
4477,Defeat,Lapu-Lapu,Lolita,Claude,Yve,Baxia
4478,Victory,Valentina,Claude,Baxia,Lapu-Lapu,Khufra
4479,Victory,Arlott,Hanabi,Lancelot,Khufra,Yve
4480,Victory,Arlott,Fredrinn,Valentina,Claude,Lolita
4481,Victory,Joy,Karrie,Fredrinn,Kaja,Pharsa
4482,Victory,Arlott,Claude,Lancelot,Khufra,Valentina
4483,Defeat,Yin,Nana,Miya,Franco,Freya
4484,Victory,Estes,Nana,Yin,Edith,Miya
4485,Defeat,Franco,Grock,Miya,Kadita,Balmond
4486,Defeat,Yin,Selena,Lesley,Eudora,Bane
4487,Defeat,Melissa,Franco,Cyclops,Martis,Yin
4488,Defeat,Terizla,Kadita,Miya,Johnson,Yin
4489,Victory,Hilda,Yin,Miya,Luo Yi,Uranus
4490,Victory,Benedetta,Vale,Yin,Hanabi,Gloo
4491,Defeat,Xavier,Gatotkaca,Yin,Miya,Estes
4492,Victory,Edith,Gatotkaca,Yin,Miya,Vexana
4493,Victory,Edith,Pharsa,Yin,Miya,Gatotkaca
4494,Defeat,Edith,Yin,Gatotkaca,Miya,Nana
4495,Victory,Edith,Miya,Yin,Gusion,Gatotkaca
4496,Victory,Edith,Vale,Miya,Selena,Yin
4497,Defeat,Lesley,Franco,Minsitthar,Helcurt,Xavier
4498,Victory,Edith,Zhask,Lesley,Yin,Gatotkaca
4499,Victory,Gatotkaca,Miya,Edith,Yin,Harley
4500,Defeat,Gatotkaca,X.Borg,Yve,Aamon,Karrie
4501,Victory,Melissa,Mathilda,Edith,Gatotkaca,Yin
4502,Defeat,Miya,Gatotkaca,Edith,Nana,Yin
4503,Victory,Grock,Lesley,Hayabusa,Jawhead,Nana
4504,Victory,Terizla,Lesley,Hanzo,Atlas,Kagura
4505,Victory,Lolita,Benedetta,Brody,Diggie,Aamon
4506,Defeat,Franco,Clint,Hanzo,Vexana,Paquito
4507,Victory,Cyclops,Lolita,Yu Zhong,Paquito,Beatrix
4508,Defeat,Xavier,Hayabusa,Badang,Lolita,Claude
4509,Victory,Gusion,Kimmy,Lolita,Sun,Zhask
4510,Defeat,Melissa,Xavier,Terizla,Lolita,Martis
4511,Victory,Gusion,Vexana,Lesley,Lapu-Lapu,Franco
4512,Victory,Ling,Lapu-Lapu,Kaja,Vexana,Clint
4513,Victory,Gloo,Beatrix,Lolita,Harley,Bane
4514,Victory,Melissa,Vexana,Jawhead,Akai,Brody
4515,Victory,Julian,Atlas,Popol and Kupa,Vexana,Yu Zhong
4516,Victory,Harith,X.Borg,Franco,Vexana,Popol and Kupa
4517,Victory,Brody,Vexana,Belerick,Grock,Natalia
4518,Defeat,Claude,Lolita,Pharsa,Alice,Hanzo
4519,Defeat,Jawhead,Valentina,Hayabusa,Natalia,Wanwan
4520,Defeat,Alpha,Franco,Claude,Vexana,Hanzo
4521,Victory,Yu Zhong,Alice,Fanny,Tigreal,Beatrix
4522,Victory,Yu Zhong,Yi Sun-shin,Alice,Claude,Tigreal
4523,Defeat,Natan,Pharsa,Tigreal,Benedetta,Fanny
4524,Victory,Faramis,Wanwan,Ling,Lapu-Lapu,Tigreal
4525,Defeat,Xavier,Hayabusa,Wanwan,Esmeralda,Khufra
4526,Victory,Freya,Tigreal,Pharsa,Natan,Joy
4527,Victory,Lesley,Kimmy,Joy,Fanny,Tigreal
4528,Victory,Martis,Lunox,Kaja,Tigreal,Hanabi
4529,Victory,Kagura,Claude,Tigreal,Ling,Edith
4530,Victory,Cecilion,Paquito,Brody,Zilong,Tigreal
4531,Defeat,Martis,Lylia,Minsitthar,Tigreal,Beatrix
4532,Victory,Brody,Balmond,Edith,Xavier,Tigreal
4533,Defeat,Wanwan,Fanny,Chou,Kimmy,Tigreal
4534,Defeat,Pharsa,Julian,Arlott,Miya,Franco
4535,Defeat,Arlott,Miya,Tigreal,Fanny,Pharsa
4536,Defeat,Faramis,Grock,Tigreal,Fanny,Miya
4537,Victory,Faramis,Fanny,Tigreal,Miya,Lapu-Lapu
4538,Victory,Faramis,Miya,Lapu-Lapu,Tigreal,Akai
4539,Victory,Gloo,Lunox,Wanwan,Tigreal,Fanny
4540,Defeat,Nana,Claude,Terizla,Atlas,Fredrinn
4541,Defeat,Nana,Kaja,Brody,Yi Sun-shin,Chou
4542,Victory,Gloo,Claude,Yve,Khufra,Martis
4543,Defeat,Beatrix,Yve,Franco,Roger,Esmeralda
4544,Defeat,Gloo,Brody,Franco,Esmeralda,Pharsa
4545,Victory,Esmeralda,Claude,Lapu-Lapu,Cecilion,Kaja
4546,Victory,Esmeralda,Cecilion,Valir,Beatrix,Hilda
4547,Victory,Arlott,Khufra,Cecilion,Moskov,Esmeralda
4548,Defeat,Clint,Esmeralda,Chou,Khufra,Valentina
4549,Defeat,Valentina,Moskov,Kadita,Esmeralda,Paquito
4550,Defeat,Valentina,Esmeralda,Guinevere,Claude,Khufra
4551,Victory,Hayabusa,Khufra,Change,Clint,Guinevere
4552,Victory,Valentina,Lolita,Esmeralda,Akai,Wanwan
4553,Victory,Kaja,Esmeralda,Wanwan,Fredrinn,Valentina
4554,Victory,Wanwan,Chou,Minotaur,Xavier,Esmeralda
4555,Victory,Minsitthar,Esmeralda,Valentina,Melissa,Natalia
4556,Victory,Melissa,Natalia,Xavier,Chou,Hanzo
4557,Victory,Melissa,Khufra,Lapu-Lapu,Esmeralda,Lunox
4558,Victory,Valentina,Hanzo,Claude,Natalia,Esmeralda
4559,Victory,Claude,Khufra,Ling,Pharsa,Lapu-Lapu
4560,Victory,Melissa,X.Borg,Gloo,Karina,Vexana
4561,Victory,Brody,Badang,Atlas,Kagura,Karina
4562,Defeat,Beatrix,Karina,Benedetta,Cecilion,Tigreal
4563,Defeat,Lunox,Freya,Beatrix,Karina,Khufra
4564,Defeat,Valir,Belerick,Beatrix,Martis,Lapu-Lapu
4565,Defeat,Edith,Karina,Xavier,Clint,Tigreal
4566,Victory,Nana,Karina,Clint,Zilong,Franco
4567,Victory,Xavier,Karina,Thamuz,Kadita,Layla
4568,Victory,Franco,Clint,Chou,Karina,Pharsa
4569,Victory,Karina,Clint,Khufra,Julian,Yin
4570,Defeat,Karina,Terizla,Badang,Valir,Karrie
4571,Victory,Chou,Pharsa,Kaja,Karrie,Karina
4572,Defeat,Nana,Lapu-Lapu,Claude,Hayabusa,Atlas
4573,Victory,Cecilion,Lesley,Gusion,Atlas,Dyrroth
4574,Defeat,Argus,Bruno,Karina,Estes,Xavier
4575,Victory,Edith,Karina,Kimmy,Diggie,Brody
4576,Defeat,Joy,Karina,Diggie,Beatrix,Valentina
4577,Defeat,Melissa,Yi Sun-shin,Tigreal,Lapu-Lapu,Luo Yi
4578,Victory,Argus,Layla,Karina,Saber,Valentina
4579,Defeat,Wanwan,Yi Sun-shin,Belerick,Freya,Nana
4580,Victory,Valentina,Lesley,Estes,Hayabusa,Terizla
4581,Victory,Valentina,Fredrinn,Atlas,Aulus,Moskov
4582,Victory,Valentina,Martis,Lesley,Lolita,Aamon
4583,Victory,Moskov,Fredrinn,Jawhead,Natalia,Xavier
4584,Defeat,X.Borg,Layla,Valentina,Atlas,Saber
4585,Victory,Valentina,Terizla,Moskov,Akai,Floryn
4586,Defeat,Minsitthar,Yve,Bruno,Chou,Vale
4587,Victory,Atlas,Valentina,Moskov,Helcurt,Minsitthar
4588,Victory,Balmond,Valentina,Claude,Ling,Khufra
4589,Defeat,Balmond,Layla,Franco,Helcurt,Valentina
4590,Victory,Valentina,Estes,Helcurt,Moskov,Balmond
4591,Victory,Balmond,Valentina,Edith,Claude,Helcurt
4592,Victory,Valentina,Franco,Moskov,Lapu-Lapu,Fredrinn
4593,Defeat,Balmond,Lesley,Dyrroth,Valentina,Minsitthar
4594,Victory,Minsitthar,Edith,Claude,Alucard,Cecilion
4595,Defeat,Wanwan,Jawhead,Harith,Terizla,Estes
4596,Victory,Valentina,Fredrinn,Kaja,Yu Zhong,Claude
4597,Defeat,Granger,Kimmy,Xavier,Fredrinn,Minsitthar
4598,Victory,Kagura,Lancelot,Lolita,Claude,Fredrinn
4599,Defeat,Kagura,Grock,Beatrix,Balmond,Lancelot
4600,Defeat,Kagura,Clint,Paquito,Martis,Franco
4601,Defeat,Kagura,Moskov,Freya,Gatotkaca,Harley
4602,Victory,Kagura,Lancelot,Yin,Natan,Gatotkaca
4603,Defeat,Karrie,X.Borg,Lolita,Xavier,Bane
4604,Defeat,Kagura,Atlas,X.Borg,Clint,Esmeralda
4605,Defeat,Kagura,X.Borg,Atlas,Alice,Clint
4606,Victory,Kaja,Esmeralda,Kagura,Terizla,Clint
4607,Defeat,Kagura,Angela,Brody,Lancelot,Lapu-Lapu
4608,Defeat,Kagura,Hilda,Franco,Aamon,Brody
4609,Defeat,Franco,Clint,Kagura,Fanny,Edith
4610,Victory,Fanny,Kagura,Franco,Hanabi,Yu Zhong
4611,Victory,Kagura,Hanabi,Atlas,Aldous,Martis
4612,Victory,Kagura,Yu Zhong,Brody,Lolita,Karina
4613,Defeat,Popol and Kupa,Badang,Kagura,Paquito,Kaja
4614,Defeat,Kagura,Karrie,Hilda,Floryn,Saber
4615,Victory,Brody,Kagura,Kaja,Aamon,Yu Zhong
4616,Victory,Hilda,Karrie,Kagura,Lancelot,Franco
4617,Victory,Kagura,Hilda,Granger,Franco,Brody
